Original Ingredient,Cleaned Ingredient
소금 0.38 김치조림: 백김치 60,소금 백김치
"소금(0.5g)
녹말가루(10g)",소금 녹말
소금적당량[냉국 국물재료] 다시마육수 90g,소금 다시마
"소금(0.2g)
달걀(50g)",소금 계란
"소금(0.5g)
달걀(50g)",소금 계란
"소금(0.2g)
다진 마늘(10g)",소금 마늘
소금 0.2 [소스소개]마늘올리브유소스:마늘 0.2g,소금 마늘 올리브유
"소금(0.5g)
밀가루(20g)",소금 밀
"소금(0.2g)
밀가루(20g)",소금 밀
"소금 2g 
(비스킷재료) 박력 쌀가루 100g",소금 쌀
"소금(0.1g)
비빔소스 저염간장(4g)",소금 간장
"볶은소금 1g
샐러드 : 마요네즈 30g",소금 샐러드 마요네즈
"소금(0.2g)
생크림(20g)",소금 생크림
"소금(1g)
소고기(100g)",소금 소고기
소금 소량,소금
"소금(0.5g)
- 소스 : 다진 마늘(10g)",소금 마늘
소금 약간,소금
"소금 약간
●두유요거트 소스 : 두유 50g(3⅓큰술)",소금 두유
"소금(0.1g)
양념 들기름(5g)",소금 들기름
"소금 20g(1⅓큰술)
●양념 : 멥쌀 10g(2작은술)",소금 쌀
"소금 5g(1/2작은술)
●양념 : 무 10g(3cm)",소금 무
"소금(1g)
•양념 : 올리브유(2g)",소금 올리브유
소금 0.5g - 양념장 : 간 홍고추 10g,소금 고추
소금 3g) - 양념장 : 까나리액젓 1.5g,소금 까나리액젓
"소금(0.5g)
양파(20g)",소금 양파
"소금 0.5g
우유 50ml",소금 우유
"소금(0.05g)
- 육수 : 건새우(10g)",소금 새우
소금적당량 [바질 페스토] 잣 2g,소금 잣
소금 1g(절일 때 0.5g,소금
소금적당량 [팥소]팥 15g,소금 팥
"소금(0.2g)
후춧가루(0.02g)",소금 후추
"소금(0.5g)
후춧가루(0.02g)",소금 후추
"소금(0.3g)
후춧가루(0.1g)",소금 후추
소금적당량[새우 마리네이션]달걀흰자 5g,소금 계란
소금적당량[멸치액적소스]멸치액젓 2g,소금 멸치
소금물(물 100g,소금
소등심(100g),소고기
소라(50g),소라
소라살 45g,소라
소라살 16g,소라
소라살 100g,소라
소불고기 150g,소불고기
볶음 소스(20g),""
- 소스 : 생강(10g),생강
- 소스 : 토마토(30g),토마토
소시지(100g),햄
소시지 10g(1/2개),햄
소시지 30g(1개),햄
소주 15g,""
손질된 고등어(60g),고등어
손질된 흰살생선(½마리),흰살생선
"송송 썬 붉은 고추(5g)
달래무침 달래(10g)",고추 달래
"송송 썬 붉은 고추(4g)
송송 썬 청양고추(4g)",고추
"송송 썬 붉은 고추(3g)
육수 닭가슴살(50g)",고추 닭
송송 썬 청양고추(3g),고추
쇠고기(50g),쇠고기
다진 쇠고기(70g),쇠고기
쇠고기 20g,쇠고기
다진 쇠고기(30g),쇠고기
쇠고기(우둔) 12g,쇠고기
쇠고기 25g,쇠고기
쇠고기 4.5g,쇠고기
쇠고기(40g),쇠고기
다진 쇠고기(15g),쇠고기
다진쇠고기 25g,쇠고기
쇠고기 40g,쇠고기
쇠고기 30g,쇠고기
쇠고기 50g,쇠고기
쇠고기 등심 17.5g,쇠고기
쇠고기 등심 30g,쇠고기
다진 쇠고기 등심 20g,쇠고기
쇠고기 양지 15g,쇠고기
쇠고기 양지15g,쇠고기
쇠고기갈은것 50g,쇠고기
쇠고기갈은것 10g,쇠고기
쇠고기다진것 50g,쇠고기
쇠고기다진것 15g,쇠고기
쇠고기다진것 25g,쇠고기
쇠고기다진것 5g,쇠고기
쇠고기다진것 20g  고기양념(5인분):파다진것 2.5g,쇠고기 파
쇠고기구이용 150g,쇠고기
쇠고기등심 38g,쇠고기
쇠고기등심 50g,쇠고기
쇠고기등심 240g,쇠고기
쇠고기등심 80g,쇠고기
쇠고기사태 100g,쇠고기
쇠고기살코기 40g,쇠고기
쇠고기샄코기 80g,쇠고기
쇠고기안심 30g,쇠고기
쇠고기(우둔살,쇠고기
수란(1개),계란
수박 180g,수박
수박(70g),수박
수박 속껍질 50g,수박
수삼(50g),수삼
수삼 10g,수삼
수삼 25g,수삼
수삼 30g,수삼
수삼(10g),수삼
"수삼(20g)
양파(20g)",수삼 양파
수수 4g,수수
볶은수수 25g,수수
"수수(20g)
쌀(50g)",수수 쌀
숙주 15g,숙주
숙주 100g,숙주
숙주 5g,숙주
숙주 120g,숙주
숙주 25g,숙주
"숙주(30g)
대파(10g)",숙주 대파
"숙주(50g)
•밑간 : 소금(1g)",숙주
"숙주(30g)
쌀(80g)",숙주 쌀
"숙주(50g)
양파(20g)",숙주 양파
"숙주(20g)<br>
• [추가 재료] 달걀(3개=180g)",숙주 계란
"숙주(30g)<br>

•[추가 재료] 오징어(30g)",숙주 오징어
순두부(20g),순두부
순두부 80g(1/3모),순두부
순두부(150g),순두부
"순두부(100g)
양념 다진 마늘(1g)",순두부 마늘
"순두부(100g)
•육수 : 다시마(3g)",순두부 다시마
"순두부(120g)
육수 마른 다시마(1g)",순두부 다시마
"순두부(40g)
저염재래된장 콩(백태",순두부 콩
순무 40g,무
순무 24g,무
슈가파우더(10g),슈가파우더
슈레드 모차렐라치즈(약간),치즈
슈레드 모차렐라치즈(1컵),치즈
슈레드 모차렐라치즈(½컵),치즈
스리라차(3g),스리라차
스리라차 소스(1Ts),스리라차
스리라차소스(1Ts),스리라차
스리라차소스(5g),스리라차
"스위트칠리(20g)
- 곁들임채소 : 아스파라거스(20g)",스위트칠리 아스파라거스
스테비아(0.3Ts),스테비아
스테비아(0.5Ts),스테비아
스테비아(5g),스테비아
스테비아(2g),스테비아
스테이크 시즈닝(1ts),스테이크시즈닝
스테이크재료 두부(200g),두부
"스트로베리 샐러드
딸기 70g(7개)",딸기
스트링치즈(40g),치즈
스파게티(100g),스파게티면
삶은 스파게티(80g),스파게티면
스파게티(60g),스파게티면
스파게티면 40g,스파게티면
스파게티면(60g),스파게티면
"스파게티면(90g)
•참나물 페스토 : 참나물(18g)",스파게티면 참나물
스팸(마일드) 10g,햄
시금치 17g,시금치
시금치가루(10g),시금치
시금치(1줌=60g),시금치
시금치(5g),시금치
시금치(50g),시금치
시금치 2.12g,시금치
시금치(10g),시금치
시금치 10g,시금치
시금치 5g,시금치
시금치(40g),시금치
시금치 70g,시금치
시금치 25g,시금치
시금치 150g,시금치
시금치 3.5g,시금치
시금치 50g,시금치
시금치(30g),시금치
시금치(15g),시금치
시금치가루(3.5g),시금치
시금치 50g(1/2개),시금치
시금치 80g,시금치
시금치(20g),시금치
시금치 30g,시금치
시금치 20g,시금치
"시금치(20g)
당근(20g)",시금치 당근
"시금치(30g)
대파(10g)",시금치 대파
"시금치(10g)
마른 표고버섯(10g)",시금치 버섯
"시금치 50g
방울토마토 6개(100g)",시금치 토마토
"시금치(20g)
소금(0.5g)",시금치 소금
시금치 소량,시금치
"시금치 50g
소스 : 잣 20g",시금치 잣
시금치우유 소스 5g(1작은술),시금치 우유
시래기(20g),시래기
시래기(30g),시래기
시래기불린것 10g,시래기
시레기 60g,시래기
시판 누룽지(50g),쌀
시판 크루통(7g),빵
식물성 생크림(⅔컵),생크림
식물성기름 1g,""
식물성기름 2g,""
식물성기름 500ml,""
식빵(100g),식빵
식빵(4장),식빵
식빵 20g,식빵
식빵 30g,식빵
식빵 40g,식빵
식빵(7.5g),식빵
식빵 35g,식빵
식빵(50g),식빵
식빵(1쪽),식빵
식용 꽃(노란색 2개),꽃
식용 꽃(약간),꽃
식용꽃(20g),꽃
식용꽃 10g,꽃
식용꽃(60g),꽃
식용꽃 5g,꽃
식용유(400g),식용유
식용유(8g),식용유
식용유(5g),식용유
식용유(15g),식용유
식용유(10g),식용유
식용유(26g),식용유
식용유 500g,식용유
식용유 6g,식용유
식용유 5g,식용유
식용유 1.4g,식용유
식용유 20g,식용유
식용유(40g),식용유
식용유 1g,식용유
식용유 2g,식용유
식용유 0.7,식용유
식용유(3g),식용유
식용유(3㎖),식용유
식용유(100ml),식용유
식용유 4.2g,식용유
식용유 8g,식용유
식용유 4.8g,식용유
식용유(700g),식용유
식용유(35ml),식용유
식용유(25g),식용유
식용유(100g),식용유
식용유(10ml),식용유
식용유 10g,식용유
식용유(20ml),식용유
식용유 12g,식용유
식용유(5㎖),식용유
식용유 30g(2큰술),식용유
식용유(20g),식용유
식용유(8Ts),식용유
식용유 적당량,식용유
식용유 200g,식용유
식용유 5g(1작은술),식용유
식용유(500g),식용유
식용유(200g),식용유
식용유(25ml),식용유
식용유(185㎖),식용유
식용유 4g,식용유
식용유 3g,식용유
식용유(0.3ts),식용유
식용유(30g),식용유
"식용유(5g)
- 곁들임채소 : 오이(20g)",식용유 오이
식용유 5g[소스소개] 고기 밑간 양념:후춧가루 0.1g,식용유 고기 후추
"식용유(3g)
•고기 밑간 : 후춧가루(1g)",식용유 고기 후추
식용유 0.5g [소스소개] 고기재움장:포도주 2.5g,식용유 포도
식용유 10g [소스소개] 매운고추소스:매운 고춧가루 1.3g,식용유 고추
식용유 4g [소스소개]과일조림:설탕 30g,식용유 설탕
식용유 2g [소스소개]굴소스:굴소스 0.3g,식용유 굴소스
식용유 적당량[밥밑간]깨소금 2g,식용유 깨
"식용유 5g(1/2작은술)
●소스 : 검정깨 5g(1작은술)",식용유 깨
"식용유(20g)
- 소스 : 다진 마늘(10g)",식용유 마늘
"식용유 20g
소스 : 마늘 7g",식용유 마늘
"식용유(3g)
•소스 : 맛간장(5g)",식용유 간장
"식용유(3g)
•소스 : 식초(5g)",식용유 식초
"식용유 15g(1큰술)
●소스 : 오렌지즙 15g(1큰술)",식용유 오렌지
"식용유(5g)
- 소스 : 토마토(20g)",식용유 토마토
"식용유(10g)
- 소스 : 포도주스(50g)",식용유 포도
식용유 9g [소스소개]쇠고기밑간양념:전분 2g,식용유 쇠고기 전분
"식용유(3g)
•양념 : 다진마늘(10g)",식용유 마늘
"식용유(3g)
•양념 : 소금(1g)",식용유 소금
"식용유(5g)
•양념 : 저염간장(5g)",식용유 간장
"식용유(3g)
•양념 : 토마토(20g)",식용유 토마토
"식용유(3g)
•양념장 : 케첩(8g)",식용유 케첩
식용유 3g[소스소개] 저나트륨 간장소스:간장 1g,식용유 간장
식용유 1g [소스소개] 저나트륨간장소스:간장 1g,식용유 간장
식용유 2g [소스소개]저나트륨고추장소스:토마토케첩 2g,식용유 고추장 토마토
"식용유(10g)
정종(10g)",식용유 정종
식용유 10g [소스소개] 탕수소스:감자녹말가루 7g,식용유 감자
식용유 1g 호두캐러멜:호두 12g,식용유 호두
식초(28g),식초
식초 4g,식초
식초(15g),식초
식초 10g(2작은술),식초
식초(1g),식초
식초(6g),식초
식초 0.3g,식초
식초 15g(1큰술),식초
식초 1.5g,식초
식초 25g,식초
식초(2Ts),식초
식초(1.5g),식초
식초 1.3g,식초
식초(25g),식초
식초(45g),식초
식초(1Ts),식초
식초(0.6Ts),식초
3배 식초 0.5g,식초
식초(30g),식초
식초 0.4g,식초
식초(3g),식초
식초 0.5g,식초
식초 5g,식초
식초(1ts),식초
식초 30g,식초
식초(50g),식초
식초 0.75g,식초
식초(10g),식초
식초 1g,식초
식초 3g(2/3작은술),식초
식초 15g,식초
식초 2g,식초
식초(2g),식초
식초(5g),식초
식초(0.3g),식초
식초(0.5g),식초
식초 0.8g,식초
식초 20g(1⅓큰술),식초
식초 2g(1/2작은술),식초
식초(1.5Ts),식초
식초 50g,식초
식초 10g,식초
식초 5g(1작은술),식초
식초 3g,식초
식초(20g),식초
식초 6g,식초
식초 2.5g,식초
식초 0.57g,식초
식초(200g),식초
식초(0.5ts),식초
"식초(10g)
겨자소스 설탕(28g)",식초 겨자 설탕
"식초(10g)
- 곁들임채소 : 양상추(30g)",식초 양상추
"식초(10g)
- 곁들임채소 : 어린잎(20g)",식초 새싹
"식초(5g)
고기 밑간 설탕(1.5g)",식초 고기 설탕
"식초 10g
국물 : 비트 20g",식초 비트
"식초(10g)
물녹말(녹말가루 10g",식초 녹말
"식초(20g)
물녹말(녹말가루 10g",식초 녹말
식초 2g. 소금 1g,식초 소금
"식초 8g(1/2작은술)
●소스 : 석류 200g(1/2개)
●장식 : 잣 4g(1작은술)",식초 석류 잣
"식초(10g)
- 소스 : 아몬드(10g)",식초 아몬드
식초 약간,식초
"식초(10g)
양상추(30g)",식초 양상추
"식초(5g)
올리브오일(10g)",식초 올리브오일
"식초(10g)
저염간장(5g)",식초 간장
"식초(10g)
함초가루(10g)",식초 함초
식혜 100g,식혜
식혜 110g,식혜
실고추 2g,고추
실곤약 200g,곤약
실곤약(100g),곤약
실곤약(120g),곤약
실곤약(50g),곤약
실곤약 150g,곤약
실곤약 20g [산마드래싱] 산마 10g,곤약 마
실치 40g(1컵),실치
실파 2.5g,파
실파 5g,파
실파 5,파
실파 0.5g,파
실파 1g,파
실파(0.5g),파
실파 2g,파
실파 30g,파
다진 실파 5,파
다진 실파 2.5g,파
실파 20g,파
실파 5g[피자소스] 마늘다진것 2g,파 마늘
"실파(1g)
•양념 : 고춧가루(1g)",파 고추
다진 실파 2 양념장: 간장 3,파 간장
실파다진것 4g [소스소개]양념재료:파프리카가루 3g,파 파프리카
실파송송썬것 1.5g,파
쌀 40g,쌀
쌀(30g),쌀
쌀(150g),쌀
쌀(90g),쌀
쌀 70g,쌀
쌀 50g,쌀
쌀(1½컵),쌀
쌀가루(100g),쌀
쌀(80g),쌀
쌀 150g,쌀
쌀(200g),쌀
(반죽재료) 쌀가루 120g,쌀
쌀가루(25g),쌀
(반죽재료) 쌀가루 200g,쌀
쌀 100g,쌀
쌀 30g,쌀
쌀가루(7g),쌀
쌀(100g),쌀
쌀가루 7g,쌀
쌀가루 50g,쌀
쌀 20g,쌀
쌀(50g),쌀
쌀가루(5g),쌀
"쌀 200g(1컴)
●육수 : 닭 550g(1마리)",쌀 닭
쌀겨(5g),쌀
쌀국수(100g),쌀국수
쌀국수(150g),쌀국수
쌀국수가는것 15g,쌀국수
쌀뜨물 300g(1½컵),쌀
쌀뜨물 300ml,쌀
쌀뜨물 60ml,쌀
쌀밥 420g(2컵),쌀
쌀밥 200g,쌀
"쌀밥(150g)
- 소고기 곁들임채소 : 소고기(15g)",쌀 소고기
삶은 쌀소면(80g),쌀국수
쌀튀밥 10g,쌀
"쌀파스타면(160g)
파스타소스 된장(4g)",쌀 파스타소스 된장
쌈다시마 15g,다시마
쌈다시마 0.5g,다시마
쌈무(20g),무
쌈무 10.5g,무
쌈장(10g),쌈장
쌈장 5g,쌈장
쌈장(0.5Ts),쌈장
쌈채(100g),상추
쌈추(10g),상추
쑥(20g),쑥
쑥 20,쑥
쑥가루 5g,쑥
쑥 3g,쑥
쑥 파우더(1g),쑥
쑥갓(20g),쑥갓
쑥갓(4g),쑥갓
쑥갓 1.3g,쑥갓
쑥갓 1g,쑥갓
쑥갓 2g,쑥갓
쑥갓 10g,쑥갓
쑥갓 5g,쑥갓
쑥갓(⅓줌),쑥갓
"쑥갓(5g)
느타리버섯(7g)",쑥갓 버섯
"쑥갓(10g)
반죽 쑥가루(10g)",쑥갓 쑥
"쑥갓(10g)
완자 다진 돼지고기(20g)",쑥갓 돼지고기
"쑥갓(2g)
•육수 : 다시마(5g)",쑥갓 다시마
"쑥갓(4g)
•육수 : 다시마(5g)",쑥갓 다시마
"쑥갓(5g)
육수 멸치(2g)",쑥갓 멸치
"쑥갓(20g)
육수 무(50g)",쑥갓 무
"쑥갓(5g)
육수 무(5g)",쑥갓 무
아가베 시럽(5g),아가베
아귀(50g),아귀
아몬드가루(3g),아몬드
아몬드가루(10g),아몬드
슬라이스아몬드 5g,아몬드
아몬드가루(9g),아몬드
아몬드 2g(1알),아몬드
아몬드 3g,아몬드
아몬드20g,아몬드
아몬드슬라이스(50g),아몬드
아몬드슬라이스 1g,아몬드
아몬드(8g),아몬드
아몬드(100g),아몬드
볶은 아몬드 슬라이스(5g),아몬드
아몬드(5g),아몬드
아몬드 4g(1작은술),아몬드
아몬드(5개),아몬드
아몬드(2g),아몬드
아몬드(10g),아몬드
아몬드 30g,아몬드
아몬드 슬라이스10g,아몬드
아몬드 5g,아몬드
아몬드(30g),아몬드
아몬드슬라이스(10g),아몬드
아몬드(3g),아몬드
아몬드가루(20g),아몬드
아몬드슬라이스 20g,아몬드
아몬드(20g),아몬드
아몬드가루(45g),아몬드
아몬드 슬라이스(⅓컵),아몬드
아몬드가루(13g),아몬드
아몬드 슬라이스(1g),아몬드
아몬드가루(50g),아몬드
아몬드 10g(6알),아몬드
아몬드슬라이스 5g,아몬드
"아몬드(5g)
밀가루(10g)",아몬드 밀
아몬드 분말 74g,아몬드
아몬드 플레이크(2Ts),아몬드
아보카도(10g),아보카도
아보카도(30g),아보카도
아보카도 12g,아보카도
아보카도(1개),아보카도
냉동 아보카도(15g),아보카도
아보카도(½개),아보카도
아보카도(1/4개),아보카도
아보카도 6g,아보카도
아보카도(1/2개),아보카도
아보카도작은것 35g,아보카도
아보카도(110g),아보카도
아보카도유(1Ts),아보카도
아삭이고추(30g),고추
아스파라거스(8g),아스파라거스
아스파라거스 15g(1/3개),아스파라거스
아스파라거스(5g),아스파라거스
[ 2인분 ] 아스파라거스(2개),아스파라거스
아스파라거스(30g),아스파라거스
아스파라거스(3개),아스파라거스
아스파라거스 2g,아스파라거스
아스파라거스(2개),아스파라거스
아스파라거스 60g,아스파라거스
아스파라거스(5개),아스파라거스
아스파라거스(10g),아스파라거스
"아스파라거스 10g
레드와인소스 : 레드와인 25g",아스파라거스 포도
아욱 30g,아욱
아욱(100g),아욱
아욱 200g,아욱
아이스크림 30g,아이스크림
안심 160g,안심
알감자 80g,감자
알마늘 20g,마늘
"알마늘 12g
치자가루 15g",마늘 치자
알배추 8장(200g),배추
알배추 50g,배추
알배추(½개),배추
알배추(25g),배추
알배추 35g,배추
알배추 30g,배추
"알배추 20g
소스 : 저염간장 15g",배추 간장
알비트 5g,비트
알토란 30g,토란
알파벳파스타 20g,파스타면
앞다리살 돈육(보쌈용) 100g,돼지고기
애느타리버섯 10g,버섯
애느타리버섯 20g,버섯
애느타리버섯 12g,버섯
애느타리버섯 20g(4가닥),버섯
애플민트(2g),민트
애플민트 1g,민트
애플민트(5g),민트
애플민트(10g),민트
애플민트잎(6장),민트
애호박(1/2개),애호박
애호박 15g(5cm),애호박
애호박 30g,애호박
애호박 9.2g,애호박
애호박(10g),애호박
애호박 50g,애호박
애호박 10g,애호박
애호박(20g),애호박
애호박(1/3개),애호박
애호박(30g),애호박
애호박 17g,애호박
애호박 25g,애호박
애호박(15g),애호박
애호박 20g,애호박
애호박(1/4개),애호박
애호박(1개),애호박
애호박(½개),애호박
애호박(5g),애호박
애호박(150g),애호박
애호박 5.3g,애호박
애호박 18g,애호박
애호박 10,애호박
다진애호박 14g,애호박
애호박(90g),애호박
애호박 15g,애호박
"애호박 25g
감자 60g",애호박 감자
애호박 20g [소스소개] 쇠고기양념:설탕 1.4g,애호박 쇠고기 설탕
"애호박 25g
양념장 : 다진쇠고기 30g",애호박 쇠고기
"애호박(20g)
양파(10g)",애호박 양파
"애호박 200g
치즈가루 10g",애호박 치즈
액젓(1g),액젓
액젓 15g,액젓
액젓(10g),액젓
앤다이브 20g,앤다이브
앤쵸비 3g,앤쵸비
야채국물 800g,야채육수
야채육수 200g,야채육수
야채육수 50g,야채육수
얇게 썬 생강(5g),생강
양고기(부채살,양고기
"80g)
•양념 : 다진마늘(2g)",마늘
양념장 : 맛간장 30g,간장
"양념장(75g)<br>
• [추가 재료] 토마토 홀(200g)",토마토
양배추 20g,양배추
양배추(120g),양배추
양배추(2장),양배추
양배추(60g),양배추
양배추 150g(1/2개),양배추
양배추(30g),양배추
양배추(70g),양배추
양배추(40g),양배추
양배추(10g),양배추
양배추(20g),양배추
양배추 15g,양배추
양배추 16g,양배추
양배추 5g,양배추
양배추(80g),양배추
"양배추(20g)
깻잎(10g)",양배추 깻잎
"양배추(20g)
라면(70g)",양배추 라면
"양배추(50g)
얇게 썬 쇠고기(부채살",양배추 쇠고기
"양배추(20g)
파프리카(20g)",양배추 파프리카
양상추 8g,양상추
양상추 2g,양상추
양상추(30g),양상추
[ 2인분 ] 양상추(2장),양상추
양상추(25g),양상추
양상추 15g,양상추
양상추 70g(2장),양상추
양상추 10g,양상추
양상추(120g),양상추
양상추(40g),양상추
양상추 30g,양상추
[ 2인분 ] 양상추(3장),양상추
양상추 18g,양상추
"양상추(30g)
감자(30g)",양상추 감자
"양상추(50g)
- 소스 : 발사믹식초(20g)",양상추 발사믹식초
"양상추(30g)
어린잎채소(10g)",양상추 새싹
"양상추(10g)
홍고추(10g)",양상추 고추
양송이 10g,버섯
양송이 40g,버섯
양송이(20g),버섯
양송이(60g),버섯
양송이(30g),버섯
양송이 5g,버섯
양송이(5개),버섯
양송이 100g,버섯
양송이 33g,버섯
양송이 30g,버섯
양송이 버섯 50g,버섯
양송이 버섯 13g,버섯
"양송이(20g)
새우(50g)",버섯 새우
"양송이(20g)
양파(20g)",버섯 양파
양송이버섯(5개),버섯
양송이버섯 8g,버섯
양송이버섯(2개),버섯
양송이버섯 1.3g,버섯
양송이버섯(3개),버섯
양송이버섯(30g),버섯
양송이버섯 9g,버섯
양송이버섯 10g,버섯
양송이버섯 60g(3개),버섯
양송이버섯 12.8g,버섯
양송이버섯(1개),버섯
양송이버섯(20g),버섯
양송이버섯 45g,버섯
양송이버섯(6개),버섯
양송이버섯 30g,버섯
양송이버섯 5g,버섯
양송이버섯 15g,버섯
양송이버섯(4개),버섯
양송이버섯 20g,버섯
양송이버섯 밑동(5g),버섯
"양송이버섯(10g)
브로콜리(8g)",버섯 브로콜리
"양송이버섯(20g)
새송이버섯(17.5g)",버섯
양송이버섯 9g [소스소개] 소스:양파다진것 6g,버섯 양파
"양송이버섯(10g)
파인애플(20g)",버섯 파인애플
"양송이버섯(30g)
파프리카(10g)",버섯 파프리카
양장피 면(60g),면
2배 양조식초 1.5g,식초
양조식초 3g,식초
양파 17.5g,양파
양파(42g),양파
양파(80g),양파
양파 10g(3×1cm),양파
양파 2g,양파
양파(½개),양파
[ 2인분 ] 양파(½개),양파
양파(5g),양파
양파(70g),양파
다진 양파(20g),양파
양파 2.5g,양파
양파 50g,양파
[ 2인분 ] 양파(3개),양파
다진양파 15g,양파
양파(10g),양파
양파(1/2개),양파
다진 양파(2ts),양파
양파(75g),양파
양파(110g),양파
다진 양파 8g,양파
양파(15g),양파
양파20g,양파
[ 2인분 ] 양파(1개),양파
다진 양파 3g,양파
양파(25g),양파
양파( 개),양파
다진양파 14g,양파
양파 15g,양파
양파 12.5g,양파
양파 15g(1/8개),양파
다진양파 30g,양파
양파 3g,양파
다진 양파(½컵),양파
양파 0.5g,양파
양파(100g),양파
양파(0.1g),양파
양파 40g,양파
다진 양파 15,양파
양파 4g,양파
양파 5g,양파
양파(3g),양파
양파(60g),양파
양파 2g(1cm),양파
양파 10g,양파
다진양파 10g,양파
양파(30g),양파
양파 25g,양파
양파 8g,양파
양파(20g),양파
양파 20,양파
양파(40g),양파
양파(35g),양파
양파 150g,양파
양파 15,양파
양파 7,양파
다진 양파 10g(2작은술),양파
양파(6g),양파
양파(45g),양파
양파 15g(2*4cm),양파
양파 100g,양파
[ 2인분 ] 양파(25g),양파
양파 7.5g,양파
양파(1개),양파
양파(50g),양파
다진양파 25g,양파
양파 150g(1/2개),양파
양파(8g),양파
양파 10g(2×1cm),양파
양파(⅓개),양파
양파(⅛개),양파
다진 양파(1Ts),양파
양파 30g,양파
양파 70g,양파
양파 80g,양파
양파),양파
양파30g,양파
양파 20g,양파
다진 양파(4g),양파
다진 양파(14g),양파
다진양파(20g),양파
양파 12g,양파
양파가루 1g,양파
양파 60g,양파
양파(¼개),양파
양파(7g),양파
양파 40g(1/4개),양파
양파 1.3g,양파
양파 13g,양파
"양파 60g
곁들이채소2 : 2가지색 미니파프리카 30g",양파 파프리카
양파 5g 고추장 9g,양파 고추장
양파 껍질 2g,양파
"양파(50g)
노란 파프리카(30g)",양파 파프리카
"양파(20g)
당근(30g)",양파 당근
"양파(20g)
당근(20g)",양파 당근
"양파(20g)
다진 대파(10g)
- 육수 : 마(20g)",양파 대파 마
"양파70g
두부크루통 : 두부 60g",양파 두부
"양파 60g
다진마늘 15g",양파 마늘
"양파(20g)
마늘(10g)",양파 마늘
"양파(20g)
버터(20g)",양파 버터
다진양파 15g 빵가루 30g,양파 빵
"양파 40g
샐러드소스 : 청고추 17g",양파 고추
"양파(20g)
소금(0.3g)",양파
"다진 양파(10g)
소금(1g)",양파
"양파 5g(5cm)
●소스 : 겨자분말 5g(1작은술)",양파 겨자
"양파 60g
소스 : 올리브오일 30g",양파 올리브오일
"양파(20g)
- 소스 : 요거트(20g)",양파 요거트
"양파(20g)
애호박(20g)",양파 애호박
양파 10 양념: 고춧가루 1.25,양파 고추
"양파(20g)
- 양념 : 저염간장(20g)",양파 간장
"양파 45g
양념장 : 맛간장 30g",양파 간장
"양파 50g
양념장 : 멕시코고추 2g",양파 고추
"양파(8g)
오이(6g)",양파 오이
"양파(20g)
저염버터(10g)",양파 버터
"양파 150g
절임물 : 물 200g",양파
양파 1cm 정사각형 14g,양파
"다진 양파(30g)
참기름(5g)",양파 참기름
"양파 560g
청고추 17g",양파 고추
"양파 25g
청고추 15g",양파 고추
"양파 50g
청고추 15g",양파 고추
"양파(10g)
청양고추(3g)",양파 고추
"양파 25g
카레가루 25g",양파 카레
"양파(8g)
토마토(100g)",양파 토마토
"양파(20g)
토마토(30g)",양파 토마토
"양파 60g
함초 30g",양파 함초
"양파(5g)
해초 밑간 설탕(2g)",양파 해초 설탕
"양파(20g)
홍파프리카(20g)",양파 파프리카
"양파 50g
화이트와인 25g",양파 화이트와인
양파다진것 1.1g,양파
양파다진것 5g,양파
양파다진것 15g,양파
양파다진것 3g,양파
양파다진것 10g,양파
양파다진것 7g,양파
양파즙 13g,양파
양파즙 10g,양파
양파즙 5g,양파
양파채썬것 15g,양파
양파채친것 6g,양파
어간장 10g,어간장
어간장 15g,어간장
어간장 5g,어간장
어간장 7g,어간장
"어간장(3g)
•양념 : 고춧가루(3g)",어간장 고추
어린이치즈(20g),치즈
어린잎(20g),새싹
어린잎 20g,새싹
어린잎(10g),새싹
어린잎(30g),새싹
"어린잎(10g)
- 샐러드드레싱 : 저염간장(20g)",새싹 간장
"어린잎(10g)
- 소스 : 마(20g)",새싹 마
"어린잎(20g)
잣(5g)",새싹 잣
어린잎채소(2g),새싹
어린잎채소(약간),새싹
어린잎채소(10g),새싹
[ 2인분 ] 어린잎채소(4컵),새싹
"어린잎채소(1g)
복분자소스 복분자(50g)",새싹 복분자
"어린잎채소(5g)
스테이크반죽 곤약(80g)",새싹 곤약
"어린잎채소(50g)
오리엔탈소스 식초(10g)",새싹 식초
"어린잎채소(10g)
홍초물 설탕(5g)",새싹 설탕
어묵(100g),어묵
어묵(1장,어묵
어묵(150g),어묵
어묵(20g),어묵
어슷 썬 대파 5,파
"어슷 썬 풋고추(1g)
김치주머니 소 새우(15g)",고추 새우
얼갈이 배추 50g,배추
얼갈이 배추 60g,배추
"얼갈이배추(25g)
육수 무(50g)",배추 무
얼린 홍시 70g,감
얼린포도알 80g,포도
얼음(145g),""
얼음(200g),""
얼음,""
에멘탈 치즈 20g,치즈
에벤탈치즈 20g,치즈
연겨자 10g,겨자
연겨자 15g,겨자
연겨자 7g,겨자
연겨자 0.5g,겨자
연겨자 0.28g,겨자
연겨자 1.25g,겨자
연근 200g,연근
연근(50g),연근
연근 80g,연근
연근(200g),연근
연근 30g,연근
연근(5g),연근
연근 25g,연근
연근(20g),연근
연근 20g,연근
연근(60g),연근
"연근(4g)
고기 밑간 다진 파(5g)",연근 고기 파
"연근(15g)
당근(15g)",연근 당근
연근배추샐러드 : 연근 20g,연근
연두부 50g,두부
연두부(100g),두부
